,address1,address2,city,country_code,description,latitude,longitude,state_code,zip_code,location,Geolocation
270,475 Park Ave S,,New York,USA,New York (HQ),40.7454098,-73.9822211,NY,10016,"[-73.9822211, 40.7454098]","[-73.9822211, 40.7454098]"
271,4 West 4th St,,Palo Alto,USA,Palo Alto,37.380653,-122.1156934,CA,94402,"[-122.1156934, 37.380653]","[-122.1156934, 37.380653]"
272,10824 Old Mill Road,,Omaha,USA,Omaha,41.2601663,-96.0791435,NE,68154,"[-96.0791435, 41.2601663]","[-96.0791435, 41.2601663]"
273,26-28 rue de ChambÃ©ry,,Paris,FRA,Main Office,48.8308091,2.3032201,,75015,"[2.3032201, 48.8308091]","[2.3032201, 48.8308091]"
274,Planckstrasse 13,,Hamburg,DEU,Office,53.5617341,9.9255806,,22765,"[9.9255806, 53.5617341]","[9.9255806, 53.5617341]"
275,2505 Da Vinci,,Irvine,USA,,33.684202,-117.841742,CA,92614-5894,"[-117.841742, 33.684202]","[-117.841742, 33.684202]"
276,718 SW Adler St.,Suite 200,Portland,USA,Portland Office,39.915974,-105.004417,OR,97205,"[-105.004417, 39.915974]","[-105.004417, 39.915974]"
277,"104 West 27th Street,",3rd Floor,New York,USA,HQ,32.0554,34.7595,NY,10001,"[34.7595, 32.0554]","[34.7595, 32.0554]"
278,"8808 S. Kipling Way, #301",,Littleton,USA,Generation Sales Group,39.5561136,-105.1097025,CO,80127,"[-105.1097025, 39.5561136]","[-105.1097025, 39.5561136]"
279,6th & 7th Floors,14 Bonhill Street,London,GBR,Headquarters,34.01873,-97.955538,,EC2A 4BX,"[-97.955538, 34.01873]","[-97.955538, 34.01873]"
280,235 East Sixth St.,Suite 400B,St. Paul,USA,"Kinetic Data, Inc.",44.9500232,-93.0878626,MN,55101,"[-93.0878626, 44.9500232]","[-93.0878626, 44.9500232]"
281,781 Pacific Highway,Suite 506,Chatswood,AUS,Kinetic Data Pty. Ltd.,-33.798642,151.178984,,NSW 2067,"[151.178984, -33.798642]","[151.178984, -33.798642]"
282,8400 Normandale Lake Boulevard,Ninth Floor,Minneapolis,USA,North American HQ,44.8559566,-93.3555637,MN,55437,"[-93.3555637, 44.8559566]","[-93.3555637, 44.8559566]"
285,1018 8th Avenue,,San Diego,USA,San Diego Office,32.7160497,-117.1574252,CA,92101,"[-117.1574252, 32.7160497]","[-117.1574252, 32.7160497]"
286,18851 Bardeen Avenue,,Irvine,USA,Orange County Office,33.670185,-117.856584,CA,92612,"[-117.856584, 33.670185]","[-117.856584, 33.670185]"
287,75 Fifth Street,Suite 440,"Atlanta,",USA,Corporate Headquarters,33.7761977,-84.385257,GA,30308,"[-84.385257, 33.7761977]","[-84.385257, 33.7761977]"
288,233 Broadway,21st Floor,New York,USA,Headquarters,40.7124151,-74.007767,NY,10279,"[-74.007767, 40.7124151]","[-74.007767, 40.7124151]"
289,1900 S. Norfolk,Suite 350,San Mateo,USA,World Headquarters,37.552262,-122.292146,CA,94403,"[-122.292146, 37.552262]","[-122.292146, 37.552262]"
290,6800 KOLL CENTER PARKWAY,SUITE 170,Pleasanton,USA,PLEASANTON,37.488336,-122.217964,CA,94566,"[-122.217964, 37.488336]","[-122.217964, 37.488336]"
293,"45 Belden Place, 2nd Floor",,San Francisco,USA,US office,51.865488,-2.235187,CA,94104,"[-2.235187, 51.865488]","[-2.235187, 51.865488]"
295,,,New York,USA,Main Office,40.756054,-73.986951,NY,,"[-73.986951, 40.756054]","[-73.986951, 40.756054]"
296,,,Los Angeles,USA,,34.052187,-118.243425,CA,,"[-118.243425, 34.052187]","[-118.243425, 34.052187]"
297,,,Pittsburgh,USA,,40.438423,-80.001933,PA,,"[-80.001933, 40.438423]","[-80.001933, 40.438423]"
299,895 Dove Street,3rd Floor,Newport Beach,USA,Corporate Office,33.658546,-117.86595,CA,92660,"[-117.86595, 33.658546]","[-117.86595, 33.658546]"
300,Balanstr. 73,,Munich,DEU,IntraWorlds GmbH,48.1162965,11.6018493,,81541,"[11.6018493, 48.1162965]","[11.6018493, 48.1162965]"
301,35b The Cut,,London,GBR,IntraWorlds Ltd.,51.5033235,-0.1065563,,SE1 8LF,"[-0.1065563, 51.5033235]","[-0.1065563, 51.5033235]"
302,"Fuencarral 93, 1d",,Madrid,ESP,"IntraWorlds, S.L.",40.426858,-3.7015237,,28004,"[-3.7015237, 40.426858]","[-3.7015237, 40.426858]"
303,Teslova 3,,Plzen,CZE,IntraWorlds sro.,49.7242571,13.3335888,,30100,"[13.3335888, 49.7242571]","[13.3335888, 49.7242571]"
306,1 Yonge Street,Suite 1801,Toronto,CAN,Toronto,43.6422601,-79.3748894,,M5E 1W7,"[-79.3748894, 43.6422601]","[-79.3748894, 43.6422601]"
308,1550 Bryant St.,Suite 400,San Francisco,USA,,37.767575,-122.411157,CA,94103,"[-122.411157, 37.767575]","[-122.411157, 37.767575]"
309,Auf der Hude 87,,LÃ¼neburg,DEU,LÃ¼neburg Office,53.2615543,10.4183586,,21339,"[10.4183586, 53.2615543]","[10.4183586, 53.2615543]"
311,20401 Stevens Creek Blvd.,,Cupertino,USA,HQ,37.323345,-122.029954,CA,95014,"[-122.029954, 37.323345]","[-122.029954, 37.323345]"
314,14144 Ventura Blvd.,Suite 300,Sherman Oaks,USA,HQ,34.15084,-118.448703,CA,91423,"[-118.448703, 34.15084]","[-118.448703, 34.15084]"
315,10201 Bubb Road,,Cupertino,USA,US Office,37.3198511,-122.0504283,CA,95014,"[-122.0504283, 37.3198511]","[-122.0504283, 37.3198511]"
320,,,Carlsbad,USA,OfficeOnTheInternet.com,33.1412124,-117.3205123,CA,92008,"[-117.3205123, 33.1412124]","[-117.3205123, 33.1412124]"
321,,,Los Angeles,USA,OfficeOnTheInternet.com,33.9933257,-118.3987842,CA,90230,"[-118.3987842, 33.9933257]","[-118.3987842, 33.9933257]"
322,,,San Diego,USA,OfficeOnTheInternet.com,33.1412124,-117.3205123,CA,92008,"[-117.3205123, 33.1412124]","[-117.3205123, 33.1412124]"
323,1130 East Arapaho Road,Suite 435,Richardson,USA,,32.959908,-96.70737,TX,75081,"[-96.70737, 32.959908]","[-96.70737, 32.959908]"
324,10814 Jollyville Road,"Building IV, Suite 160",Austin,USA,,30.402252,-97.748795,TX,78759,"[-97.748795, 30.402252]","[-97.748795, 30.402252]"
325,1700 Montgomery St,,San Francisco,USA,Head Office,37.805289,-122.404448,CA,94111,"[-122.404448, 37.805289]","[-122.404448, 37.805289]"
326,462 7th Avenue,21st Floor,New York,USA,Headquarters,40.7429533,-73.9844611,NY,10018,"[-73.9844611, 40.7429533]","[-73.9844611, 40.7429533]"
327,3030 Warrenville Road,Suite 340,Lisle,USA,Corporate Office,41.8089007,-88.1132884,IL,60532,"[-88.1132884, 41.8089007]","[-88.1132884, 41.8089007]"
328,PO Box 46573,,Eden Prairie,USA,YSL Holdings (HQ),44.865243,-93.4094629,MN,55344,"[-93.4094629, 44.865243]","[-93.4094629, 44.865243]"
329,625 East Technology Avenue,Suite B2300,Orem,USA,,40.32462,-111.679755,UT,84097,"[-111.679755, 40.32462]","[-111.679755, 40.32462]"
330,5140 Goldleaf Circle,3rd Fl,Los Angeles,USA,Corporate Headquarters,33.987978,-118.362442,CA,90056,"[-118.362442, 33.987978]","[-118.362442, 33.987978]"
337,15303 Dallas Parkway,Suite 1110,Addison,USA,Headquarters,32.958634,-96.823641,TX,75001,"[-96.823641, 32.958634]","[-96.823641, 32.958634]"
339,"228 Main Street, Suite 4",,Venice,USA,,34.011335,-118.468458,CA,90291,"[-118.468458, 34.011335]","[-118.468458, 34.011335]"
340,1020 16th Street NW,7th Floor,"Washington, DC",USA,,38.901279,-77.043194,DC,20006,"[-77.043194, 38.901279]","[-77.043194, 38.901279]"
342,1611 Simpson Street #3,,Evanston,USA,Headquarters,42.055849,-87.694664,IL,60201,"[-87.694664, 42.055849]","[-87.694664, 42.055849]"
344,800 W. St. Clair,,Cleveland,USA,Headquarters,41.4991436,-81.699457,OH,44113,"[-81.699457, 41.4991436]","[-81.699457, 41.4991436]"
345,One South Main St.,,Akron,USA,Knight Center,41.084866,-81.516474,OH,44308,"[-81.516474, 41.084866]","[-81.516474, 41.084866]"
346,Avenue Louise,149b28,,BEL,Kiala,50.8256038,4.3652584,,1050,"[4.3652584, 50.8256038]","[4.3652584, 50.8256038]"
347,10051 5th Street N,Ste. 101,St. Petersburg,USA,US Office,27.863376,-82.63997,FL,33702,"[-82.63997, 27.863376]","[-82.63997, 27.863376]"
349,701 1st ave.,,Sunnyvale,USA,HQ,37.418531,-122.025485,CA,94089,"[-122.025485, 37.418531]","[-122.025485, 37.418531]"
351,455 West Maude Ave,Suite 220,Sunnyvale,USA,,37.385225,-121.991912,CA,94085,"[-121.991912, 37.385225]","[-121.991912, 37.385225]"
352,5430 Wade Park Blvd,Suite 310,Raleigh,USA,HQ,35.79181,-78.74123,NC,27607,"[-78.74123, 35.79181]","[-78.74123, 35.79181]"
355,170 Piccadilly,,London,GBR,Headquarters,51.5051974,-0.1457395,,W1J 9EJ,"[-0.1457395, 51.5051974]","[-0.1457395, 51.5051974]"
356,3 rue Saint-Philippe du Roule,,75008 Paris,FRA,Paris Office,48.8732155,2.3088701,,,"[2.3088701, 48.8732155]","[2.3088701, 48.8732155]"
360,360 Post St. Ste. 1100,,San Francisco,USA,,37.779558,-122.393041,CA,94108,"[-122.393041, 37.779558]","[-122.393041, 37.779558]"
361,475 Park Ave South,10th Floor,New York,USA,,37.480999,-122.173887,NY,10016,"[-122.173887, 37.480999]","[-122.173887, 37.480999]"
362,1975 pads rd,Suite 3000,Los Angeles,USA,,34.051409,-118.254558,CA,90071,"[-118.254558, 34.051409]","[-118.254558, 34.051409]"
363,"114, rue Cardinet",,Paris,FRA,Paris,48.870806,2.34668,,75017,"[2.34668, 48.870806]","[2.34668, 48.870806]"
365,3003 Bunker Hill Lane,Suite 101,Santa Clara,USA,Headquarters,37.387114,-121.973228,CA,95054,"[-121.973228, 37.387114]","[-121.973228, 37.387114]"
366,801 Cassatt Road,Suite 120,Berwyn,USA,Headquarters,40.063476,-75.457492,PA,19312,"[-75.457492, 40.063476]","[-75.457492, 40.063476]"
368,36 West 20th st,,New York,USA,,40.740337,-73.993127,NY,10011,"[-73.993127, 40.740337]","[-73.993127, 40.740337]"
369,1011 Western Ave,Ste 1000,Seattle,USA,,47.6399006,-122.1914274,WA,98104,"[-122.1914274, 47.6399006]","[-122.1914274, 47.6399006]"
370,71 Columbia,Suite 300,Seattle,USA,Evri Seattle,47.620716,-122.347533,WA,,"[-122.347533, 47.620716]","[-122.347533, 47.620716]"
372,77 Bloor Street West Unit 1107,,Toronto,CAN,,43.666953,-79.388279,,M5S 1M2,"[-79.388279, 43.666953]","[-79.388279, 43.666953]"
373,731 Market Street,2nd Floor,San Francisco,USA,,37.796164,-122.420903,CA,94108,"[-122.420903, 37.796164]","[-122.420903, 37.796164]"
375,172 Fifth Avenue,Suite 131,Brooklyn,USA,,40.66509,-73.980306,NY,11215,"[-73.980306, 40.66509]","[-73.980306, 40.66509]"
376,762 9th Street,#655,Durham,USA,,36.009825,-78.922055,NC,27705,"[-78.922055, 36.009825]","[-78.922055, 36.009825]"
378,15400 SE 30th Pl,Suite #105,Bellevue,USA,Corporate Headquarters,47.584224,-122.19292,WA,98004,"[-122.19292, 47.584224]","[-122.19292, 47.584224]"
379,,,Tel Aviv,ISR,,32.0554,34.7595,,,"[34.7595, 32.0554]","[34.7595, 32.0554]"
380,Passeig de Gracia 49,,Barcelona,ESP,,41.396553,2.189241,,08018,"[2.189241, 41.396553]","[2.189241, 41.396553]"
381,,,El Segundo,USA,,34.048857,-118.251343,CA,90245,"[-118.251343, 34.048857]","[-118.251343, 34.048857]"
382,100 Borough High Street,,London,GBR,,51.503188,-0.091784,,SE1 1YB,"[-0.091784, 51.503188]","[-0.091784, 51.503188]"
383,11 Broadway,16th Floor,New York,USA,HQ,40.740162,-73.993367,NY,10004,"[-73.993367, 40.740162]","[-73.993367, 40.740162]"
384,2810 Meridian Pkwy,Suite 130,Durham,USA,,36.0966,-79.266246,NC,27713,"[-79.266246, 36.0966]","[-79.266246, 36.0966]"
385,640 2nd St.,3rd Floor,San Francisco,USA,San Francisco Office,37.781264,-122.391515,CA,94107,"[-122.391515, 37.781264]","[-122.391515, 37.781264]"
386,333 Hudson St.,6th Floor,New York,USA,New York Office,40.727107,-74.007655,NY,10013,"[-74.007655, 40.727107]","[-74.007655, 40.727107]"
387,1450 S Miami Ave,,Miami,USA,Headquarters,25.887462,-80.166155,FL,33130,"[-80.166155, 25.887462]","[-80.166155, 25.887462]"
390,16 Douglas Court,,Dover,USA,Delaware HQ,39.096465,-75.533034,DE,19901,"[-75.533034, 39.096465]","[-75.533034, 39.096465]"
391,5933 W. Century Blvd,Suite 105,Los Angeles,USA,Corporate Headquarters,33.946285,-118.38823,CA,90045,"[-118.38823, 33.946285]","[-118.38823, 33.946285]"
392,128 Warren Street,,Lowell,USA,,42.64245,-71.305778,MA,01852,"[-71.305778, 42.64245]","[-71.305778, 42.64245]"
393,474 Bryant Street,,San Francisco,USA,SF HQ,37.459112,-122.142326,CA,94107,"[-122.142326, 37.459112]","[-122.142326, 37.459112]"
395,400 S. El Camino Real,Suite 500,San Mateo,USA,"VideoSurf, Inc.",37.561877,-122.325248,CA,94402,"[-122.325248, 37.561877]","[-122.325248, 37.561877]"
401,5933 W. Century Blvd,Suite 105,Los Angeles,USA,Corporate Headquarters,33.946285,-118.38823,CA,90045,"[-118.38823, 33.946285]","[-118.38823, 33.946285]"
402,128 Warren Street,,Lowell,USA,,42.64245,-71.305778,MA,01852,"[-71.305778, 42.64245]","[-71.305778, 42.64245]"
403,474 Bryant Street,,San Francisco,USA,SF HQ,37.459112,-122.142326,CA,94107,"[-122.142326, 37.459112]","[-122.142326, 37.459112]"
405,400 S. El Camino Real,Suite 500,San Mateo,USA,"VideoSurf, Inc.",37.561877,-122.325248,CA,94402,"[-122.325248, 37.561877]","[-122.325248, 37.561877]"
411,Kengal Hanumanthaiah Road,Karnataka,Bangalore,IND,Srinagar,12.956128,77.592264,,560086,"[77.592264, 12.956128]","[77.592264, 12.956128]"
412,"Level 2, 47 Murray St",,Pyrmont,AUS,Sydney Office,-33.876239,151.215201,,2009,"[151.215201, -33.876239]","[151.215201, -33.876239]"
413,"58, rue du Faubourg PoissonniÃ¨re",,Paris,FRA,Offices,48.8691369,2.3602202,,75010,"[2.3602202, 48.8691369]","[2.3602202, 48.8691369]"
414,666 Natoma Street,,San Francisco,USA,San Francisco Office,37.7875973,-122.4035368,CA,94103,"[-122.4035368, 37.7875973]","[-122.4035368, 37.7875973]"
419,2201 Broadway,Suite 100,Oakland,USA,,37.8317,-122.2845,CA,94612,"[-122.2845, 37.8317]","[-122.2845, 37.8317]"
420,91 HaHashmonaim,First Floor,Tel Aviv,ISR,Headquarters,32.0695889,34.7836788,,,"[34.7836788, 32.0695889]","[34.7836788, 32.0695889]"
421,345 7th Ave,Suite 503,New York,USA,RankAbove USA,40.748047,-73.992402,NY,10001,"[-73.992402, 40.748047]","[-73.992402, 40.748047]"
422,640 Freedom Business Center,Suite 305,King Of Prussia,USA,US Headquarters,40.093245,-75.411743,PA,19406,"[-75.411743, 40.093245]","[-75.411743, 40.093245]"
423,10 Bell Drive,,Grave yard,IND,Headquarters,38.943854,-77.322949,WI,07423,"[-77.322949, 38.943854]","[-77.322949, 38.943854]"
424,75 Sylvan St,,Danvers,USA,Headquarters,42.556598,-70.944951,MA,01923,"[-70.944951, 42.556598]","[-70.944951, 42.556598]"
425,"1059 Opal Way, Gardena,",,Gardena,USA,mobile-worx,13.0712588,80.2417642,CA,90247,"[80.2417642, 13.0712588]","[80.2417642, 13.0712588]"
427,222 Delaware Ave,,Wilmington,USA,Primary Address,39.746055,-75.549983,DE,19801,"[-75.549983, 39.746055]","[-75.549983, 39.746055]"
428,Federico Lacroze 2252 1A,,Buenos Aires,ARG,HQ,-34.5683803,-58.4433589,,1426,"[-58.4433589, -34.5683803]","[-58.4433589, -34.5683803]"
429,1 New England Executive Park,,Burlington,USA,Headquarters,42.485102,-71.211568,MA,01803,"[-71.211568, 42.485102]","[-71.211568, 42.485102]"
430,Agtel,22 Upper Fitzwilliam Street,Dublin,IRL,Dublin Office,53.3632377,-6.3122021,,Dublin 2,"[-6.3122021, 53.3632377]","[-6.3122021, 53.3632377]"
432,Newcombe House,45 Notting Hill Gate,London,GBR,,51.518101,-0.468617,,W11 3LQ,"[-0.468617, 51.518101]","[-0.468617, 51.518101]"
433,2620 Augustine Dr #230,,Santa Clara,USA,,37.3694441,-121.9662996,CA,95054,"[-121.9662996, 37.3694441]","[-121.9662996, 37.3694441]"
434,730 Fifth Ave.,"The Crown Building, Suite 916",New York,USA,Rhxo Headquarter,40.762897,-73.974714,NY,10019,"[-73.974714, 40.762897]","[-73.974714, 40.762897]"
438,,,San Francisco,USA,ClerkDogs,37.7581148,-122.4184108,CA,94110,"[-122.4184108, 37.7581148]","[-122.4184108, 37.7581148]"
439,7031 Koll Center Parkway,Suite 260,Pleasanton,USA,,37.6621228,-121.9009329,CA,94566,"[-121.9009329, 37.6621228]","[-121.9009329, 37.6621228]"
440,670 Broadway,Second Floor,New York,USA,,40.727216,-73.994797,NY,10012,"[-73.994797, 40.727216]","[-73.994797, 40.727216]"
441,1025 Connecticut Ave. NW,Suite 1103,Washington,USA,World Headquarters,38.903324,-77.039348,DC,20036,"[-77.039348, 38.903324]","[-77.039348, 38.903324]"
444,BliesstraÃŸe 5,,Ludwigshafen,DEU,,49.4782559,8.4206085,,67071,"[8.4206085, 49.4782559]","[8.4206085, 49.4782559]"
445,2121 5th Avenue,,Seattle,USA,,47.6146338,-122.3408187,WA,98121,"[-122.3408187, 47.6146338]","[-122.3408187, 47.6146338]"
446,18300 West Highway 72,,Arvada,USA,SkyFuel Headquarters,39.862942,-105.206509,CO,80007,"[-105.206509, 39.862942]","[-105.206509, 39.862942]"
447,47-47 36th Street,Suite # 20442,Long Island City,USA,US Crossponding Address,40.7488761,-73.9815793,NY,11101,"[-73.9815793, 40.7488761]","[-73.9815793, 40.7488761]"
449,Bath Road,Avonbridge House,Chippenham,GBR,Corporate Headquarters,51.4515283,-2.1334555,,SN15 2BB,"[-2.1334555, 51.4515283]","[-2.1334555, 51.4515283]"
451,425 Broadway,2nd Floor,New York,USA,Mint Digital New York,40.7188875,-74.0011694,NY,10013,"[-74.0011694, 40.7188875]","[-74.0011694, 40.7188875]"
453,16 rue de Hanovre,,Paris,FRA,Paris Headquarter,48.8701574,2.334781,,75002,"[2.334781, 48.8701574]","[2.334781, 48.8701574]"
454,"2415 Third Street, suite 231",,San Francisco,USA,US Office,37.7577648,-122.3882112,CA,94107,"[-122.3882112, 37.7577648]","[-122.3882112, 37.7577648]"
456,800 Boylston St.,,Boston,USA,"GLOGSTER EC, INC. (Sales)",42.35892,-71.05781,MA,02119,"[-71.05781, 42.35892]","[-71.05781, 42.35892]"
457,Vodickova 36,,Prague,CZE,GLOGSTER a.s. (HQ),50.0878114,14.4204598,,11602,"[14.4204598, 50.0878114]","[14.4204598, 50.0878114]"
458,"6011 W. Courtyard Drive, Suite 300",,Austin,USA,HQ,30.354768,-97.798152,TX,78730,"[-97.798152, 30.354768]","[-97.798152, 30.354768]"
461,Ronda Universitat 31,5o 4a,Barcelona,ESP,Barcelona Office,41.4063346,2.1920231,CA,08007,"[2.1920231, 41.4063346]","[2.1920231, 41.4063346]"
463,Mathildenstr. 18,,Kiel,DEU,World Headquarter,54.323738,10.1665152,,24148,"[10.1665152, 54.323738]","[10.1665152, 54.323738]"
464,1050 Walnut,Suite 115,Boulder,USA,,40.019299,-105.274628,CO,80302,"[-105.274628, 40.019299]","[-105.274628, 40.019299]"
465,3132 Tiger Run,,Carlsbad,USA,Headquarters,33.1032516,-117.2667494,CA,92009,"[-117.2667494, 33.1032516]","[-117.2667494, 33.1032516]"
466,3196 Willow Creek Road,A103 # 230,Prescott,USA,Regional Office,34.600895,-112.458454,AZ,86301,"[-112.458454, 34.600895]","[-112.458454, 34.600895]"
467,200 Motor Parkway,,Hauppauge,USA,Headquarters,40.808322,-73.254767,NY,11788,"[-73.254767, 40.808322]","[-73.254767, 40.808322]"
471,6190 Corte Del Cedro,,Carlsbad,USA,PhotoThera,33.13324,-117.275027,CA,92011,"[-117.275027, 33.13324]","[-117.275027, 33.13324]"
472,2601 Elliott Avenue,Suite 400A,Seattle,USA,,47.649027,-122.346299,WA,98121,"[-122.346299, 47.649027]","[-122.346299, 47.649027]"
473,510 Glenwood Avenue,Suite 221,Raleigh,USA,US Headquarters,35.786975,-78.647003,NC,27603,"[-78.647003, 35.786975]","[-78.647003, 35.786975]"
474,,,Toronto,CAN,Main Office,43.670233,-79.386755,,,"[-79.386755, 43.670233]","[-79.386755, 43.670233]"
475,"9111 Jollyville Road, Suite 100",,Austin,USA,Headquarters,37.235298,-121.782424,TX,78759,"[-121.782424, 37.235298]","[-121.782424, 37.235298]"
477,"Level 4, 2-12 Foveaux St",,Surry Hills,AUS,Head Office,-33.8835577,151.2085974,,2010,"[151.2085974, -33.8835577]","[151.2085974, -33.8835577]"
478,151 Frobisher Dr.,"Suite 107, Building B",Waterloo,CAN,TutorJam Canada,43.5058646,-80.5284226,,N2V 2C9,"[-80.5284226, 43.5058646]","[-80.5284226, 43.5058646]"
479,1829 E. Franklin Street,Suite 600,Chapel Hill,USA,TutorJam USA,35.9375612,-79.0251668,NC,27514,"[-79.0251668, 35.9375612]","[-79.0251668, 35.9375612]"
480,"via Carpi, 38",,Correggio (Reggio Emilia),ITA,Headquarters,44.7717467,10.7771665,,42015,"[10.7771665, 44.7717467]","[10.7771665, 44.7717467]"
483,1050 Walnut Street,Suite 202,Boulder,USA,Headquarters,40.01621,-105.28131,CO,80302,"[-105.28131, 40.01621]","[-105.28131, 40.01621]"
484,130 W. Union,,Pasadena,USA,,34.146436,-118.153136,CA,91103,"[-118.153136, 34.146436]","[-118.153136, 34.146436]"
485,111 Sutter Street,Suite 550,San Francisco,USA,San Francisco,37.78976,-122.402524,CA,94104,"[-122.402524, 37.78976]","[-122.402524, 37.78976]"
487,1064 Greenwood Boulvard,,Lake Mary,USA,Headquarters,28.757202,-81.334464,FL,32736,"[-81.334464, 28.757202]","[-81.334464, 28.757202]"
488,1064 Greenwood Boulvard,,Lake Mary,USA,Headquarters,28.757202,-81.334464,FL,32736,"[-81.334464, 28.757202]","[-81.334464, 28.757202]"
489,10 Fulle Ave,,Attleboro,USA,US Office,41.906354,-71.316927,MA,02703,"[-71.316927, 41.906354]","[-71.316927, 41.906354]"
492,10 Beacontree Plaza,Gillette Way,READING,GBR,European Head Office,51.4323208,-0.9717955,,RG2 0BS,"[-0.9717955, 51.4323208]","[-0.9717955, 51.4323208]"
493,5501 Fortune's Ridge,,Durham,USA,US Head Office,35.924301,-78.927914,NC,27713,"[-78.927914, 35.924301]","[-78.927914, 35.924301]"
494,5912 Balcones Drive,Suite 102,Austin,USA,World Headquarters,30.341865,-97.754644,TX,78731,"[-97.754644, 30.341865]","[-97.754644, 30.341865]"
496,1700 Seaport Blvd.,#150,Redwood City,USA,Course Hero,37.511228,-122.200622,CA,94063,"[-122.200622, 37.511228]","[-122.200622, 37.511228]"
498,109-123 Clifton Street,Zetland House,London,GBR,,51.5219131,-0.0833747,,EC2A 4LD,"[-0.0833747, 51.5219131]","[-0.0833747, 51.5219131]"
499,"60 South Market Street, Suite 1200",,San Jose,USA,Silicon Valley,37.335003,-121.890153,CA,95113,"[-121.890153, 37.335003]","[-121.890153, 37.335003]"
500,811 W. 7th Street,Suite 300,Los Angeles,USA,Headquarters,34.0490571,-118.2593181,CA,90017,"[-118.2593181, 34.0490571]","[-118.2593181, 34.0490571]"
501,1612 U Street NW,Suite 410,Washington,USA,East Coast,38.916733,-77.037614,DC,20009,"[-77.037614, 38.916733]","[-77.037614, 38.916733]"
504,Vijzelstraat 20,,Amsterdam,NLD,HQ,52.3657578,4.8928722,,1017HK,"[4.8928722, 52.3657578]","[4.8928722, 52.3657578]"
505,,,,IND,,37.383777,-121.963705,,,"[-121.963705, 37.383777]","[-121.963705, 37.383777]"
